title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Time out,radio,许可,permission,concession,purpose,refuse,suggestion,recommend,invitation,arrangement,enthusiasm,take it easy,A,
,radio,让步,permission,concession,purpose,refuse,suggestion,recommend,invitation,arrangement,enthusiasm,take it easy,B,
,radio,目的,permission,concession,purpose,refuse,suggestion,recommend,invitation,arrangement,enthusiasm,take it easy,C,
,radio,拒绝,permission,concession,purpose,refuse,suggestion,recommend,invitation,arrangement,enthusiasm,take it easy,D,
,radio,建议,permission,concession,purpose,refuse,suggestion,recommend,invitation,arrangement,enthusiasm,take it easy,E,
,radio,推荐,permission,concession,purpose,refuse,suggestion,recommend,invitation,arrangement,enthusiasm,take it easy,F,
,radio,邀请,permission,concession,purpose,refuse,suggestion,recommend,invitation,arrangement,enthusiasm,take it easy,G,
,radio,安排,permission,concession,purpose,refuse,suggestion,recommend,invitation,arrangement,enthusiasm,take it easy,H,
,radio,热情,permission,concession,purpose,refuse,suggestion,recommend,invitation,arrangement,enthusiasm,take it easy,I,
,radio,放轻松,permission,concession,purpose,refuse,suggestion,recommend,invitation,arrangement,enthusiasm,take it easy,J,
