title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Time out,radio,休闲,leisure,activity,festival,performance,audience,competition,score,coach,training,stadium,A,
,radio,活动,leisure,activity,festival,performance,audience,competition,score,coach,training,stadium,B,
,radio,节日/庆典,leisure,activity,festival,performance,audience,competition,score,coach,training,stadium,C,
,radio,表演,leisure,activity,festival,performance,audience,competition,score,coach,training,stadium,D,
,radio,观众,leisure,activity,festival,performance,audience,competition,score,coach,training,stadium,E,
,radio,比赛,leisure,activity,festival,performance,audience,competition,score,coach,training,stadium,F,
,radio,分数,leisure,activity,festival,performance,audience,competition,score,coach,training,stadium,G,
,radio,教练,leisure,activity,festival,performance,audience,competition,score,coach,training,stadium,H,
,radio,训练,leisure,activity,festival,performance,audience,competition,score,coach,training,stadium,I,
,radio,体育场,leisure,activity,festival,performance,audience,competition,score,coach,training,stadium,J,
,radio,娱乐,entertainment,relax,join in,take up,give up,turn down,look after,hang out,make up for,be into,A,
,radio,放松,entertainment,relax,join in,take up,give up,turn down,look after,hang out,make up for,be into,B,
,radio,参加,entertainment,relax,join in,take up,give up,turn down,look after,hang out,make up for,be into,C,
,radio,开始从事,entertainment,relax,join in,take up,give up,turn down,look after,hang out,make up for,be into,D,
,radio,放弃,entertainment,relax,join in,take up,give up,turn down,look after,hang out,make up for,be into,E,
,radio,拒绝,entertainment,relax,join in,take up,give up,turn down,look after,hang out,make up for,be into,F,
,radio,照顾,entertainment,relax,join in,take up,give up,turn down,look after,hang out,make up for,be into,G,
,radio,闲逛/一起玩,entertainment,relax,join in,take up,give up,turn down,look after,hang out,make up for,be into,H,
,radio,弥补,entertainment,relax,join in,take up,give up,turn down,look after,hang out,make up for,be into,I,
,radio,喜欢/着迷于,entertainment,relax,join in,take up,give up,turn down,look after,hang out,make up for,be into,J,
