title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Image,radio,形象,image,clothes,shirt,dress,shoes,hair,face,style,fashion,colour,A,
,radio,衣服,image,clothes,shirt,dress,shoes,hair,face,style,fashion,colour,B,
,radio,衬衫,image,clothes,shirt,dress,shoes,hair,face,style,fashion,colour,C,
,radio,连衣裙,image,clothes,shirt,dress,shoes,hair,face,style,fashion,colour,D,
,radio,鞋子,image,clothes,shirt,dress,shoes,hair,face,style,fashion,colour,E,
,radio,头发,image,clothes,shirt,dress,shoes,hair,face,style,fashion,colour,F,
,radio,脸,image,clothes,shirt,dress,shoes,hair,face,style,fashion,colour,G,
,radio,风格,image,clothes,shirt,dress,shoes,hair,face,style,fashion,colour,H,
,radio,时尚,image,clothes,shirt,dress,shoes,hair,face,style,fashion,colour,I,
,radio,颜色,image,clothes,shirt,dress,shoes,hair,face,style,fashion,colour,J,
