title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Mother Nature,radio,污染,pollution,recycle,waste,protect,wildlife,species,habitat,endangered,extinct,climate,A,
,radio,回收,pollution,recycle,waste,protect,wildlife,species,habitat,endangered,extinct,climate,B,
,radio,浪费/废物,pollution,recycle,waste,protect,wildlife,species,habitat,endangered,extinct,climate,C,
,radio,保护,pollution,recycle,waste,protect,wildlife,species,habitat,endangered,extinct,climate,D,
,radio,野生动物,pollution,recycle,waste,protect,wildlife,species,habitat,endangered,extinct,climate,E,
,radio,物种,pollution,recycle,waste,protect,wildlife,species,habitat,endangered,extinct,climate,F,
,radio,栖息地,pollution,recycle,waste,protect,wildlife,species,habitat,endangered,extinct,climate,G,
,radio,濒危的,pollution,recycle,waste,protect,wildlife,species,habitat,endangered,extinct,climate,H,
,radio,灭绝的,pollution,recycle,waste,protect,wildlife,species,habitat,endangered,extinct,climate,I,
,radio,气候,pollution,recycle,waste,protect,wildlife,species,habitat,endangered,extinct,climate,J,
,radio,旱灾,drought,flood,storm,forest fire,rubbish,energy,resource,conservation,planet,climate,A,
,radio,水灾,drought,flood,storm,forest fire,rubbish,energy,resource,conservation,planet,climate,B,
,radio,暴风雨,drought,flood,storm,forest fire,rubbish,energy,resource,conservation,planet,climate,C,
,radio,森林火灾,drought,flood,storm,forest fire,rubbish,energy,resource,conservation,planet,climate,D,
,radio,垃圾,drought,flood,storm,forest fire,rubbish,energy,resource,conservation,planet,climate,E,
,radio,能源,drought,flood,storm,forest fire,rubbish,energy,resource,conservation,planet,climate,F,
,radio,资源,drought,flood,storm,forest fire,rubbish,energy,resource,conservation,planet,climate,G,
,radio,保育,drought,flood,storm,forest fire,rubbish,energy,resource,conservation,planet,climate,H,
,radio,行星/地球,drought,flood,storm,forest fire,rubbish,energy,resource,conservation,planet,climate,I,
,,,,,,,,,,,,,,
