title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Globetrotting,radio,背包旅行,backpacking holiday,cruise,safari,camping,working holiday,guided tour,destination,journey,route,expedition,A,
,radio,游轮旅行,backpacking holiday,cruise,safari,camping,working holiday,guided tour,destination,journey,route,expedition,B,
,radio,野生动物观赏旅行,backpacking holiday,cruise,safari,camping,working holiday,guided tour,destination,journey,route,expedition,C,
,radio,露营,backpacking holiday,cruise,safari,camping,working holiday,guided tour,destination,journey,route,expedition,D,
,radio,打工度假,backpacking holiday,cruise,safari,camping,working holiday,guided tour,destination,journey,route,expedition,E,
,radio,导览团,backpacking holiday,cruise,safari,camping,working holiday,guided tour,destination,journey,route,expedition,F,
,radio,目的地,backpacking holiday,cruise,safari,camping,working holiday,guided tour,destination,journey,route,expedition,G,
,radio,旅程,backpacking holiday,cruise,safari,camping,working holiday,guided tour,destination,journey,route,expedition,H,
,radio,路线,backpacking holiday,cruise,safari,camping,working holiday,guided tour,destination,journey,route,expedition,I,
,radio,探险,backpacking holiday,cruise,safari,camping,working holiday,guided tour,destination,journey,route,expedition,J,
,radio,冒险家,adventurer,waterfall,scorpion,snake,fly,native people,community,preserve,achieve,obstacle,A,
,radio,瀑布,adventurer,waterfall,scorpion,snake,fly,native people,community,preserve,achieve,obstacle,B,
,radio,蝎子,adventurer,waterfall,scorpion,snake,fly,native people,community,preserve,achieve,obstacle,C,
,radio,蛇,adventurer,waterfall,scorpion,snake,fly,native people,community,preserve,achieve,obstacle,D,
,radio,苍蝇,adventurer,waterfall,scorpion,snake,fly,native people,community,preserve,achieve,obstacle,E,
,radio,原住民,adventurer,waterfall,scorpion,snake,fly,native people,community,preserve,achieve,obstacle,F,
,radio,社区/群体,adventurer,waterfall,scorpion,snake,fly,native people,community,preserve,achieve,obstacle,G,
,radio,保存/保护,adventurer,waterfall,scorpion,snake,fly,native people,community,preserve,achieve,obstacle,H,
,radio,达成,adventurer,waterfall,scorpion,snake,fly,native people,community,preserve,achieve,obstacle,I,
,radio,障碍,adventurer,waterfall,scorpion,snake,fly,native people,community,preserve,achieve,obstacle,J,
