title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Mother Nature,radio,大自然,nature,environment,earth,plant,tree,sea,mountain,weather,rain,wind,A,
,radio,环境,nature,environment,earth,plant,tree,sea,mountain,weather,rain,wind,B,
,radio,地球,nature,environment,earth,plant,tree,sea,mountain,weather,rain,wind,C,
,radio,植物,nature,environment,earth,plant,tree,sea,mountain,weather,rain,wind,D,
,radio,树,nature,environment,earth,plant,tree,sea,mountain,weather,rain,wind,E,
,radio,海,nature,environment,earth,plant,tree,sea,mountain,weather,rain,wind,F,
,radio,山,nature,environment,earth,plant,tree,sea,mountain,weather,rain,wind,G,
,radio,天气,nature,environment,earth,plant,tree,sea,mountain,weather,rain,wind,H,
,radio,雨,nature,environment,earth,plant,tree,sea,mountain,weather,rain,wind,I,
,radio,风,nature,environment,earth,plant,tree,sea,mountain,weather,rain,wind,J,
